customer_key,customer_number,customer_name,age_segment,customer_segment,total_orders,total_sales,total_quantity_purch,total_products,recency,AOV,avg_monthly_spent
16542,AW00027541,Samantha Martin,50 - 59,Regular,3,4490,3,3,137,1497,449
4765,AW00015764,Louis Guo,60 - 69,Regular,3,4413,3,3,136,1471,401
5028,AW00016027,Anne Vazquez,60 - 69,Regular,3,3826,3,3,135,1275,319
13464,AW00024463,Kristen Zheng,Above 70,Regular,3,3918,3,3,137,1306,392
13468,AW00024467,Susan He,60 - 69,Regular,3,3337,3,3,141,1112,556
4977,AW00015976,Kristopher Patel,60 - 69,Regular,3,3158,3,3,138,1053,351
16544,AW00027543,Katherine Griffin,50 - 59,Regular,3,4468,3,3,136,1489,406
4754,AW00015753,Margaret Li,60 - 69,Regular,3,4399,3,3,136,1466,400
16573,AW00027572,Isaiah Carter,50 - 59,Regular,3,4490,3,3,136,1497,408
5029,AW00016028,Cody Cooper,Above 70,Regular,3,3807,3,3,135,1269,317
5597,AW00016596,Gabrielle Carter,60 - 69,Regular,3,4487,3,3,139,1496,561
8049,AW00019048,Bryant Raman,Above 70,Regular,3,4765,3,3,136,1588,433
2985,AW00013984,Adrian Richardson,40 - 49,Regular,3,3282,3,3,144,1094,1094
14236,AW00025235,Monique Torres,50 - 59,Regular,3,2155,3,3,139,718,269
16570,AW00027569,Jocelyn Wood,50 - 59,Regular,3,4464,3,3,136,1488,406
10036,AW00021035,Roy Sanchez,50 - 59,Regular,3,1957,3,3,136,652,178
6895,AW00017894,Hailey Simmons,50 - 59,Regular,3,2710,3,3,139,903,339
6948,AW00017947,Erick Srini,60 - 69,Regular,3,3933,3,3,138,1311,437
13482,AW00024481,Dennis Sun,50 - 59,Regular,3,4179,3,3,135,1393,348
4985,AW00015984,Nathan Wright,60 - 69,Regular,3,3125,3,3,138,1042,347
4733,AW00015732,Sandra Zhu,40 - 49,Regular,3,4376,3,3,136,1459,398
7028,AW00018027,Alexia Griffin,40 - 49,Regular,3,3918,3,3,137,1306,392
8923,AW00019922,Nancy Gonzalez,60 - 69,Regular,3,3138,3,3,136,1046,285
5570,AW00016569,Colleen Li,60 - 69,New,3,3937,3,3,146,1312,3937
8518,AW00019517,Max Gomez,40 - 49,Regular,3,1938,3,3,141,646,323
14244,AW00025243,Tonya Rai,60 - 69,Regular,3,2155,3,3,139,718,269
4785,AW00015784,Rebekah Vazquez,50 - 59,Regular,3,4379,3,3,136,1460,398
5170,AW00016169,Dennis Lin,40 - 49,Regular,3,4404,3,3,136,1468,400
13479,AW00024478,Lindsay Sharma,50 - 59,Regular,3,3337,3,3,140,1112,477
577,AW00011576,Micah Zhu,50 - 59,Regular,3,4486,3,3,144,1495,1495
8038,AW00019037,Marshall Chen,60 - 69,Regular,3,4858,3,3,137,1619,486
8071,AW00019070,Kristopher Garcia,60 - 69,Regular,3,4748,3,3,136,1583,432
4969,AW00015968,Edward Gonzalez,50 - 59,Regular,3,3100,3,3,138,1033,344
1859,AW00012858,Adriana Mehta,50 - 59,Regular,3,4393,3,2,136,1464,399
5561,AW00016560,Kelvin Sun,40 - 49,Regular,3,4634,3,3,135,1545,386
14230,AW00025229,Autumn Zhou,50 - 59,Regular,3,2155,3,3,140,718,308
16461,AW00027460,Grant Goel,40 - 49,Regular,3,4490,3,3,137,1497,449
13504,AW00024503,Laura Ma,Above 70,Regular,3,3617,3,3,140,1206,517
8903,AW00019902,Johnny Pal,60 - 69,Regular,3,3080,3,3,137,1027,308
16472,AW00027471,Susan Gao,Above 70,Regular,3,1387,3,3,135,462,116
3496,AW00014495,Nathan Diaz,60 - 69,Regular,3,1839,3,3,141,613,307
5165,AW00016164,Amy Liang,40 - 49,Regular,3,2639,3,3,138,880,293
8074,AW00019073,Lolan Song,Above 70,Regular,3,4760,3,3,136,1587,433
8505,AW00019504,Dominic Garcia,50 - 59,Regular,3,1383,3,3,143,461,346
4991,AW00015990,Eduardo Richardson,60 - 69,Regular,3,3100,3,3,138,1033,344
14235,AW00025234,Monica Patel,50 - 59,Regular,3,2174,3,3,140,725,311
5030,AW00016029,Abby Patel,Above 70,Regular,3,3807,3,3,135,1269,317
6892,AW00017891,Sharon Lal,60 - 69,Regular,3,2736,3,3,139,912,342
4768,AW00015767,George Prasad,50 - 59,Regular,3,4379,3,3,136,1460,398
4752,AW00015751,Kristen Xu,50 - 59,Regular,3,4446,3,3,136,1482,404
5533,AW00016532,Tommy Sharma,40 - 49,Regular,3,4921,3,3,138,1640,547
4950,AW00015949,Katherine Green,50 - 59,Regular,3,3158,3,3,139,1053,395
10669,AW00021668,Christina Rogers,40 - 49,Regular,3,2519,3,3,141,840,420
13486,AW00024485,Franklin Ma,60 - 69,Regular,3,3356,3,3,140,1119,479
4756,AW00015755,Connor Flores,50 - 59,Regular,3,4404,3,3,136,1468,400
2977,AW00013976,Emmanuel Smith,50 - 59,Regular,3,4512,3,3,141,1504,752
8944,AW00019943,Walter Carlson,Above 70,Regular,3,3113,3,3,136,1038,283
16569,AW00027568,Miguel Evans,50 - 59,Regular,3,4490,3,3,136,1497,408
4735,AW00015734,Alicia Lal,40 - 49,Regular,3,4426,3,3,136,1475,402
16522,AW00027521,Gabriel Foster,40 - 49,Regular,3,4462,3,3,137,1487,446
16540,AW00027539,Samuel Winston,50 - 59,Regular,3,4468,3,3,136,1489,406
4787,AW00015786,Marshall Andersen,50 - 59,Regular,3,4366,3,3,136,1455,397
16572,AW00027571,Shannon Gao,40 - 49,Regular,3,4484,3,3,136,1495,408
4730,AW00015729,Mayra Suri,40 - 49,Regular,3,4393,3,3,136,1464,399
16768,AW00027767,Brandy Arun,50 - 59,New,3,776,3,3,147,259,776
10601,AW00021600,Alexa Bell,50 - 59,New,3,563,3,3,147,188,563
14794,AW00025793,Ann Rana,60 - 69,New,3,2480,3,3,147,827,2480
14610,AW00025609,Jaime Ruiz,60 - 69,New,3,565,3,3,147,188,565
8226,AW00019225,Jeremy Watson,60 - 69,New,3,1219,3,3,147,406,1219
14619,AW00025618,Albert Hernandez,50 - 59,New,3,2398,3,3,146,799,2398
14780,AW00025779,Marshall Cai,Above 70,New,3,2480,3,3,146,827,2480
266,AW00011265,Elizabeth Jones,50 - 59,New,3,2352,3,3,146,784,2352
137,AW00011136,Brianna Morgan,40 - 49,New,3,2381,3,3,146,794,2381
16767,AW00027766,Joel Vance,40 - 49,New,3,827,3,3,146,276,827
16950,AW00027949,Jason Russell,60 - 69,New,3,674,7,3,146,225,674
13884,AW00024883,Stacey Lin,60 - 69,New,3,2487,3,3,146,829,2487
15995,AW00026994,Erika Torres,40 - 49,New,3,1134,3,3,146,378,1134
11632,AW00022631,Theodore Serrano,50 - 59,New,3,1149,3,3,146,383,1149
11261,AW00022260,Courtney Allen,50 - 59,New,3,563,3,3,146,188,563
8394,AW00019393,Miguel Anderson,50 - 59,New,3,1134,3,3,146,378,1134
11416,AW00022415,Natalie Phillips,Above 70,New,3,615,3,3,146,205,615
63,AW00011062,Noah Powell,40 - 49,New,3,2352,3,3,146,784,2352
13435,AW00024434,Jordan Butler,60 - 69,New,3,2398,3,3,146,799,2398
11614,AW00022613,Dale Luo,50 - 59,New,3,1183,3,3,146,394,1183
11313,AW00022312,Kristi Mehta,40 - 49,New,3,2478,3,3,146,826,2478
5232,AW00016231,Dana Martin,60 - 69,New,3,2526,3,3,146,842,2526
11255,AW00022254,Fernando Scott,40 - 49,New,3,554,3,3,146,185,554
5808,AW00016807,Virginia Suri,60 - 69,New,3,1728,3,3,146,576,1728
5804,AW00016803,Marcus Peterson,60 - 69,New,3,1760,3,3,146,587,1760
42,AW00011041,Amanda Carter,40 - 49,New,3,2381,3,3,146,794,2381
5805,AW00016804,Adam Zhang,60 - 69,New,3,1728,3,3,146,576,1728
5795,AW00016794,Taylor Cook,Above 70,New,3,1786,3,3,146,595,1786
18044,AW00029043,Luke Alexander,50 - 59,New,3,2447,3,3,146,816,2447
9040,AW00020039,Stephanie Evans,50 - 59,New,3,2457,3,3,146,819,2457
16,AW00011015,Chloe Young,40 - 49,New,3,2501,3,3,146,834,2501
8161,AW00019160,Sara Perez,50 - 59,New,3,1183,3,3,146,394,1183
11631,AW00022630,Roger Wu,40 - 49,New,3,1164,3,3,146,388,1164
159,AW00011158,Jason Wright,40 - 49,New,3,2396,3,3,146,799,2396
14086,AW00025085,Lucas Rogers,50 - 59,New,3,1229,3,3,146,410,1229
13415,AW00024414,Adam Edwards,50 - 59,New,3,2398,3,3,146,799,2398
43,AW00011042,Megan Sanchez,40 - 49,Regular,3,3112,3,3,137,1037,346
14781,AW00025780,Dana Gill,Above 70,New,3,2480,3,3,146,827,2480
22,AW00011021,Destiny Wilson,40 - 49,New,3,2372,3,3,146,791,2372
7958,AW00018957,Mackenzie Lopez,50 - 59,New,3,589,3,3,146,196,589
17207,AW00028206,Angelica Long,40 - 49,New,3,2398,3,3,146,799,2398
8200,AW00019199,David Williams,40 - 49,New,3,1134,3,3,146,378,1134
10858,AW00021857,Jay Dominguez,Above 70,New,3,2487,3,3,146,829,2487
146,AW00011145,Jasmine Coleman,40 - 49,New,3,2310,3,3,146,770,2310
13103,AW00024102,Andy Torres,50 - 59,New,3,1779,3,3,146,593,1779
145,AW00011144,Edward Hernandez,40 - 49,New,3,2400,3,3,146,800,2400
13422,AW00024421,Seth Kelly,60 - 69,New,3,2447,3,3,146,816,2447
15826,AW00026825,Jamie Jimenez,40 - 49,New,3,1229,3,3,146,410,1229
9038,AW00020037,Alyssa Sanchez,50 - 59,New,3,2596,3,3,146,865,2596
10408,AW00021407,Wesley Lin,50 - 59,New,3,42,3,3,146,14,42
16689,AW00027688,Arthur Sanz,50 - 59,New,3,166,3,3,146,55,166
4641,AW00015640,Gary Gomez,40 - 49,Regular,3,34,3,2,142,11,9
8345,AW00019344,Mandy Ma,50 - 59,New,3,186,3,3,146,62,186
18080,AW00029079,Brian Rogers,40 - 49,New,3,103,3,3,146,34,103
3205,AW00014204,Chelsea Sara,50 - 59,New,3,72,3,3,146,24,72
1393,AW00012392,Nichole Nath,40 - 49,Regular,3,75,3,3,144,25,38
9201,AW00020200,Noah Gonzales,60 - 69,New,3,2480,3,3,146,827,2480
5983,AW00016982,Jillian Lopez,40 - 49,New,3,90,3,3,146,30,90
4704,AW00015703,Alison Chande,60 - 69,New,3,75,3,3,146,25,75
2572,AW00013571,Allen Mehta,40 - 49,New,3,144,3,3,146,48,144
17238,AW00028237,Hailey Foster,50 - 59,New,3,33,3,3,146,11,33
13840,AW00024839,Tamara Goldberg,60 - 69,New,3,33,3,3,146,11,33
14311,AW00025310,Janelle Kapoor,40 - 49,New,3,60,3,3,146,20,60
12671,AW00023670,Mya Henderson,Above 70,New,3,43,3,3,146,14,43
9538,AW00020537,Thomas Evans,Above 70,New,3,24,3,3,146,8,24
5782,AW00016781,Dylan Chen,Above 70,New,3,64,3,3,146,21,64
5042,AW00016041,Pedro Raman,50 - 59,New,3,65,3,3,146,22,65
11819,AW00022818,Janet Ruiz,Above 70,New,3,57,3,3,146,19,57
4767,AW00015766,Priscilla Black,60 - 69,Regular,3,62,3,3,141,21,12
6883,AW00017882,Drew Deng,50 - 59,New,3,32,3,3,146,11,32
11847,AW00022846,Frank Gutierrez,40 - 49,New,3,75,3,3,146,25,75
10919,AW00021918,Carol Serrano,50 - 59,New,3,69,3,3,146,23,69
5335,AW00016334,Natalie Bailey,40 - 49,New,3,85,3,3,146,28,85
7192,AW00018191,Julie Sharma,40 - 49,Regular,3,95,3,3,136,32,10
5228,AW00016227,Eric Lopez,60 - 69,New,3,81,3,3,146,27,81
4137,AW00015136,Emma Johnson,40 - 49,Regular,3,62,3,3,138,21,8
2172,AW00013171,Catherine Torres,50 - 59,Regular,3,192,3,3,141,64,38
12560,AW00023559,Jocelyn Patterson,40 - 49,New,3,64,3,3,146,21,64
6277,AW00017276,Elijah Jenkins,Above 70,New,3,68,3,3,146,23,68
2235,AW00013234,Robert Lewis,60 - 69,New,3,37,3,3,146,12,37
8533,AW00019532,Victoria Brown,50 - 59,New,3,1205,3,3,146,402,1205
14046,AW00025045,Paige Russell,40 - 49,New,3,39,3,3,145,13,39
17227,AW00028226,Sebastian Ramirez,60 - 69,New,3,60,3,3,145,20,60
13653,AW00024652,Luke Butler,Above 70,New,3,92,3,3,145,31,92
14440,AW00025439,Janelle Arthur,50 - 59,New,3,72,3,3,145,24,72
17909,AW00028908,Dominique Sai,60 - 69,New,3,33,3,3,145,11,33
12832,AW00023831,Colleen Jai,40 - 49,New,3,70,3,3,145,23,70
16185,AW00027184,Donald Subram,40 - 49,New,3,90,3,3,145,30,90
1198,AW00012197,Adam Hernandez,60 - 69,Regular,3,48,3,3,142,16,16
1248,AW00012247,Brandy Raman,40 - 49,Regular,3,77,3,3,142,26,26
10884,AW00021883,Patricia Kapoor,40 - 49,New,3,42,3,3,145,14,42
10841,AW00021840,Stacey Ma,Above 70,New,3,31,3,3,145,10,31
2664,AW00013663,Melvin Tang,40 - 49,New,3,15,3,3,145,5,15
2139,AW00013138,Teresa Alonso,60 - 69,Regular,3,84,3,3,140,28,17
11339,AW00022338,Thomas Russell,60 - 69,New,3,69,3,3,145,23,69
10121,AW00021120,Roger Chen,40 - 49,New,3,49,3,3,145,16,49
12225,AW00023224,Jonathan Scott,40 - 49,New,3,1183,3,3,145,394,1183
11277,AW00022276,Gabriella Gray,50 - 59,New,3,599,3,3,145,200,599
12786,AW00023785,Taylor Harris,50 - 59,New,3,37,3,3,145,12,37
7963,AW00018962,Seth Parker,50 - 59,New,3,567,3,3,145,189,567
12730,AW00023729,Marcus Allen,60 - 69,New,3,72,3,3,145,24,72
12250,AW00023249,Tasha Nara,60 - 69,New,3,50,3,3,145,17,50
16324,AW00027323,Michele Shan,60 - 69,New,3,84,3,3,145,28,84
527,AW00011526,Katherine Diaz,50 - 59,New,3,2377,3,3,145,792,2377
7678,AW00018677,Logan Shan,60 - 69,Regular,3,61,3,3,142,20,20
979,AW00011978,Jackson Washington,40 - 49,Regular,3,75,3,3,136,25,8
4141,AW00015140,Diane Bradley,40 - 49,Regular,3,62,3,3,137,21,8
15789,AW00026788,Destiny Howard,40 - 49,New,3,36,3,3,145,12,36
13821,AW00024820,David Clark,40 - 49,New,3,39,3,3,145,13,39
11164,AW00022163,Morgan Scott,40 - 49,New,3,37,3,3,145,12,37
11545,AW00022544,Maria Evans,40 - 49,New,3,127,3,3,145,42,127
13551,AW00024550,Randy Ma,Above 70,New,3,37,3,3,145,12,37
15862,AW00026861,Bruce Gutierrez,50 - 59,New,3,36,3,3,145,12,36
18015,AW00029014,Ryan Powell,Above 70,New,3,64,3,3,145,21,64
13498,AW00024497,Abigail James,40 - 49,New,3,72,3,3,145,24,72
5887,AW00016886,Aidan Flores,60 - 69,New,3,1730,3,3,145,577,1730
15574,AW00026573,Samantha Clark,40 - 49,New,3,69,3,3,145,23,69
12278,AW00023277,Isaiah Torres,60 - 69,New,3,23,3,3,145,8,23
12051,AW00023050,Jack Hall,Above 70,New,3,70,3,3,145,23,70
11155,AW00022154,Yolanda Yuan,40 - 49,New,3,37,3,3,145,12,37
5019,AW00016018,Emma Henderson,40 - 49,New,3,90,3,3,145,30,90
14698,AW00025697,Miguel Harris,60 - 69,New,3,69,3,3,145,23,69
6702,AW00017701,Cassidy Washington,50 - 59,Regular,3,34,3,3,138,11,5
15234,AW00026233,Cristina Chande,50 - 59,New,3,49,3,3,145,16,49
14753,AW00025752,Christy McDonald,60 - 69,New,3,756,3,3,145,252,756
13530,AW00024529,Jillian Martinez,50 - 59,New,3,2398,3,3,145,799,2398
10610,AW00021609,Tabitha Blanco,40 - 49,New,3,554,3,3,145,185,554
2509,AW00013508,Cassandra Sanchez,Above 70,New,3,129,3,3,145,43,129
7872,AW00018871,Ruben Rubio,Above 70,New,3,87,3,3,145,29,87
13523,AW00024522,Alex Perez,40 - 49,New,3,2483,3,3,145,828,2483
6292,AW00017291,Jorge Huang,50 - 59,Regular,3,86,3,3,143,29,43
15808,AW00026807,Angel Hall,40 - 49,New,3,69,3,3,145,23,69
351,AW00011350,Cara Zhou,Above 70,New,3,38,3,3,145,13,38
14850,AW00025849,Danielle Cooper,Above 70,New,3,35,3,3,145,12,35
15273,AW00026272,Kelly Hughes,50 - 59,New,3,60,3,3,145,20,60
9945,AW00020944,Rebecca Hernandez,40 - 49,New,3,227,3,3,145,76,227
12825,AW00023824,Edward Carter,40 - 49,New,3,70,3,3,145,23,70
5540,AW00016539,Christy Li,50 - 59,New,3,84,3,3,145,28,84
6772,AW00017771,Holly Chandra,60 - 69,New,3,70,3,3,145,23,70
15415,AW00026414,George Patel,60 - 69,New,3,58,3,3,145,19,58
528,AW00011527,Jenna Green,60 - 69,Regular,3,39,3,2,136,13,4
3867,AW00014866,Hailey Peterson,40 - 49,New,3,31,3,3,145,10,31
8535,AW00019534,Adrian Torres,50 - 59,New,3,1179,3,3,145,393,1179
10191,AW00021190,Pablo Rovira Diez,50 - 59,New,3,42,3,3,145,14,42
13517,AW00024516,Rachel Moore,40 - 49,New,3,39,3,3,145,13,39
10112,AW00021111,Ricardo Deng,40 - 49,New,3,37,3,3,145,12,37
638,AW00011637,Morgan Hernandez,40 - 49,New,3,39,3,2,145,13,39
9392,AW00020391,Meghan Serrano,Above 70,New,3,24,3,3,145,8,24
15349,AW00026348,Logan Moore,50 - 59,New,3,90,3,3,145,30,90
636,AW00011635,Darrell Chande,40 - 49,Regular,3,42,3,3,138,14,6
11463,AW00022462,Lydia Chandra,50 - 59,New,3,554,3,3,145,185,554
7291,AW00018290,Audrey Hernandez,50 - 59,Regular,3,85,3,3,137,28,11
8410,AW00019409,Savannah Allen,60 - 69,New,3,1183,3,3,145,394,1183
11276,AW00022275,Ian Bailey,40 - 49,New,3,615,3,3,145,205,615
8532,AW00019531,John Robinson,50 - 59,New,3,1179,3,3,145,393,1179
3232,AW00014231,Kari Sai,40 - 49,Regular,3,84,3,3,140,28,17
6093,AW00017092,Devon Beck,40 - 49,New,3,37,3,3,145,12,37
13142,AW00024141,Misty Nath,50 - 59,New,3,15,3,3,145,5,15
17,AW00011016,Wyatt Hill,40 - 49,New,3,2332,3,3,145,777,2332
14628,AW00025627,Joe Carlson,50 - 59,New,3,48,3,3,145,16,48
16997,AW00027996,Angela Alexander,Above 70,New,3,68,3,3,145,23,68
7385,AW00018384,Nicole Williams,50 - 59,New,3,104,3,3,145,35,104
7968,AW00018967,Xavier Clark,Above 70,New,3,133,3,3,145,44,133
10310,AW00021309,Julia Anderson,60 - 69,New,3,1183,3,3,145,394,1183
10004,AW00021003,Jimmy Hernandez,50 - 59,New,3,49,3,3,145,16,49
15124,AW00026123,Isabella Scott,60 - 69,New,3,65,3,3,145,22,65
11056,AW00022055,Hannah Clark,40 - 49,New,3,24,3,3,145,8,24
17632,AW00028631,Isaiah Phillips,40 - 49,New,3,144,3,3,145,48,144
10255,AW00021254,Tonya Black,Above 70,New,3,90,3,3,145,30,90
14821,AW00025820,Adam Evans,40 - 49,New,3,49,3,3,145,16,49
5569,AW00016568,Caroline Coleman,Above 70,New,3,70,3,3,145,23,70
10034,AW00021033,Preston Subram,50 - 59,New,3,554,3,3,145,185,554
1568,AW00012567,Carmen Arthur,Above 70,Regular,3,43,3,3,137,14,5
7558,AW00018557,Bailey Lopez,40 - 49,New,3,1179,3,3,145,393,1179
962,AW00011961,Anne Alvarez,40 - 49,Regular,3,72,3,3,137,24,9
4032,AW00015031,Darryl Lin,40 - 49,Regular,3,41,3,3,139,14,7
13778,AW00024777,Eric Adams,40 - 49,New,3,72,3,3,145,24,72
17403,AW00028402,Kristin Kumar,50 - 59,New,3,72,3,3,145,24,72
13931,AW00024930,Abigail Lewis,Above 70,New,3,65,3,3,145,22,65
6638,AW00017637,Arturo Tang,40 - 49,New,3,150,3,3,145,50,150
17451,AW00028450,Nelson Martin,50 - 59,New,3,69,3,3,145,23,69
1717,AW00012716,Dale Shen,40 - 49,New,3,79,3,3,145,26,79
14744,AW00025743,Alvin Liu,40 - 49,New,3,786,3,3,145,262,786
15986,AW00026985,Jsus Diaz,40 - 49,New,3,1164,3,3,145,388,1164
16822,AW00027821,Leonard Deng,50 - 59,New,3,2428,3,3,145,809,2428
2154,AW00013153,Jack Hill,40 - 49,New,3,107,3,3,145,36,107
3009,AW00014008,Karen Liu,Above 70,Regular,3,64,3,3,140,21,13
6239,AW00017238,Jordan Patterson,40 - 49,New,3,148,3,3,144,49,148
17050,AW00028049,Xavier Washington,60 - 69,New,3,27,3,3,145,9,27
13293,AW00024292,Mackenzie Brooks,40 - 49,New,3,39,3,3,145,13,39
13953,AW00024952,Amanda Long,Above 70,New,3,72,3,3,145,24,72
14720,AW00025719,Kristine Diaz,Above 70,New,3,60,3,3,145,20,60
11641,AW00022640,Caleb Li,50 - 59,New,3,1149,3,3,145,383,1149
5911,AW00016910,Ryan Diaz,Above 70,Regular,3,142,3,3,140,47,28
3821,AW00014820,Drew Bhat,50 - 59,New,3,37,3,3,145,12,37
13390,AW00024389,Xavier Carter,60 - 69,New,3,46,3,3,145,15,46
12070,AW00023069,Anna Gray,Above 70,New,3,70,3,3,145,23,70
8640,AW00019639,Victor Gill,40 - 49,New,3,64,3,3,145,21,64
3506,AW00014505,Alex Edwards,Above 70,New,3,62,3,3,145,21,62
6212,AW00017211,Virginia Rodriguez,60 - 69,New,3,48,3,3,145,16,48
8545,AW00019544,Katherine Price,60 - 69,New,3,133,3,3,145,44,133
10051,AW00021050,Alan Cai,50 - 59,New,3,584,3,3,145,195,584
11643,AW00022642,Garrett Rivera,40 - 49,New,3,1198,3,3,145,399,1198
15544,AW00026543,Susan Guo,Above 70,New,3,14,3,3,145,5,14
16838,AW00027837,Kelsey Jai,40 - 49,New,3,60,3,3,145,20,60
2486,AW00013485,Thomas Allen,Above 70,New,3,37,3,3,145,12,37
10651,AW00021650,Cedric Zeng,50 - 59,New,3,554,3,3,145,185,554
18248,AW00029247,Sara Gray,40 - 49,New,3,2447,3,3,145,816,2447
524,AW00011523,Lucas Taylor,60 - 69,New,3,2377,3,3,145,792,2377
8242,AW00019241,Diane Dominguez,40 - 49,New,3,148,3,3,145,49,148
5628,AW00016627,Claudia Chen,40 - 49,Regular,3,65,3,3,141,22,16
13298,AW00024297,Victoria Cox,40 - 49,New,3,39,3,3,145,13,39
12047,AW00023046,Pamela Malhotra,Above 70,New,3,37,3,3,145,12,37
10526,AW00021525,Victoria Howard,60 - 69,New,3,32,3,3,145,11,32
13470,AW00024469,Roger Andersen,50 - 59,New,3,64,3,3,145,21,64
11098,AW00022097,David Anderson,Above 70,New,3,62,3,3,145,21,62
12110,AW00023109,Lauren Hughes,40 - 49,New,3,37,3,3,145,12,37
3704,AW00014703,Clifford Srini,40 - 49,New,3,42,3,3,145,14,42
15839,AW00026838,Cassie Shan,50 - 59,New,3,36,3,3,145,12,36
14789,AW00025788,Nichole Yuan,60 - 69,New,3,60,3,3,145,20,60
10566,AW00021565,Sheena Shan,40 - 49,New,3,49,3,3,145,16,49
15494,AW00026493,Lawrence Ramos,Above 70,New,3,65,3,3,145,22,65
5014,AW00016013,Xavier Williams,50 - 59,New,3,90,3,3,145,30,90
6807,AW00017806,Omar Kumar,50 - 59,New,3,65,3,3,145,22,65
883,AW00011882,Patrick Stewart,50 - 59,Regular,3,48,3,3,140,16,10
5928,AW00016927,Rebekah Gonzalez,Above 70,Regular,3,39,3,3,134,13,4
11346,AW00022345,Amanda James,60 - 69,New,3,74,3,3,145,25,74
14641,AW00025640,Candice Zhao,40 - 49,New,3,2428,3,3,145,809,2428
10647,AW00021646,Luis Bryant,50 - 59,New,3,563,3,3,145,188,563
5937,AW00016936,Alice Serventi,Above 70,New,3,64,3,3,145,21,64
10501,AW00021500,Devin Long,60 - 69,New,3,23,3,3,145,8,23
7531,AW00018530,Wyatt Evans,Above 70,New,3,114,3,3,145,38,114
8057,AW00019056,Carla Van,60 - 69,New,3,38,3,3,145,13,38
10650,AW00021649,Keith Nara,50 - 59,New,3,554,3,3,145,185,554
1594,AW00012593,Benjamin Zhang,50 - 59,Regular,3,43,3,3,139,14,7
715,AW00011714,Alexandria Long,50 - 59,Regular,3,94,3,3,142,31,31
10788,AW00021787,Rebecca Allen,Above 70,New,3,17,3,3,145,6,17
14103,AW00025102,Stephanie Kelly,60 - 69,New,3,72,3,3,145,24,72
16294,AW00027293,Kaitlyn Jackson,50 - 59,New,3,89,3,3,145,30,89
11493,AW00022492,Jorge She,50 - 59,New,3,68,3,3,145,23,68
5194,AW00016193,Victor Rubio,40 - 49,Regular,3,91,3,3,143,30,46
3783,AW00014782,Michael Lewis,50 - 59,New,3,67,3,3,145,22,67
1939,AW00012938,Edward Parker,50 - 59,New,3,81,3,3,145,27,81
1794,AW00012793,Jessie Guo,50 - 59,New,3,121,3,3,145,40,121
8091,AW00019090,Marshall Chander,40 - 49,Regular,3,59,3,3,136,20,7
2699,AW00013698,Catherine Sanchez,40 - 49,New,3,32,3,3,145,11,32
7633,AW00018632,Russell Tang,40 - 49,New,3,32,3,3,145,11,32
13777,AW00024776,Samantha Perry,40 - 49,New,3,92,3,3,145,31,92
17411,AW00028410,Cheryl Gill,40 - 49,New,3,60,3,3,145,20,60
9200,AW00020199,Hailey Cook,60 - 69,New,3,2502,3,3,145,834,2502
3858,AW00014857,Diane Serrano,Above 70,Regular,3,88,3,3,142,29,29
6255,AW00017254,Margaret Liang,40 - 49,Regular,3,148,3,3,143,49,74
14379,AW00025378,Gabriella Scott,40 - 49,New,3,39,3,3,145,13,39
4302,AW00015301,Amy Guo,40 - 49,New,3,15,3,3,145,5,15
9942,AW00020941,Arturo Guo,40 - 49,New,3,126,3,3,145,42,126
14130,AW00025129,Allen Raman,40 - 49,New,3,60,3,3,145,20,60
11449,AW00022448,Cindy Weber,40 - 49,New,3,2480,3,3,145,827,2480
17033,AW00028032,Grace Coleman,Above 70,New,3,75,3,3,145,25,75
10213,AW00021212,Nicolas Lal,50 - 59,New,3,75,3,3,145,25,75
12765,AW00023764,Alisha Liu,40 - 49,New,3,2457,3,3,145,819,2457
2697,AW00013696,Katherine Edwards,40 - 49,New,3,49,3,3,145,16,49
11796,AW00022795,Tara Yuan,50 - 59,New,3,68,3,3,145,23,68
16957,AW00027956,Terrence Jai,60 - 69,New,3,554,3,3,145,185,554
123,AW00011122,Byron Vazquez,60 - 69,Regular,3,43,3,3,139,14,7
3175,AW00014174,Alberto Diaz,60 - 69,New,3,39,3,3,145,13,39
7974,AW00018973,Kate Yuan,Above 70,New,3,567,3,3,145,189,567
12637,AW00023636,Rachael Gonzalez,Above 70,New,3,2480,3,3,145,827,2480
15341,AW00026340,Melissa Morris,40 - 49,New,3,65,3,3,145,22,65
14903,AW00025902,Cameron Li,60 - 69,New,3,65,3,3,145,22,65
12238,AW00023237,Caleb Young,40 - 49,New,3,69,3,3,145,23,69
6485,AW00017484,Armando Carlson,60 - 69,Regular,3,127,3,3,143,42,64
7812,AW00018811,Samuel Perry,50 - 59,New,3,101,3,3,144,34,101
17413,AW00028412,Walter Vazquez,40 - 49,New,3,46,3,3,145,15,46
15507,AW00026506,Ruth Srini,Above 70,New,3,65,3,3,145,22,65
10351,AW00021350,Mindy Sharma,Above 70,New,3,70,3,3,145,23,70
7110,AW00018109,Samuel Campbell,60 - 69,New,3,124,3,3,145,41,124
4709,AW00015708,Nina Jai,60 - 69,New,3,75,3,3,145,25,75
3689,AW00014688,Tabitha Carlson,Below 40,New,3,75,3,3,145,25,75
1052,AW00012051,Isaiah Scott,40 - 49,Regular,3,90,3,3,142,30,30
17209,AW00028208,Karen Sun,40 - 49,New,3,2398,3,3,145,799,2398
7217,AW00018216,Susan Zhang,40 - 49,Regular,3,39,3,3,136,13,4
